Munic_pio,uf,nome,codigo,REGIAO,total,utiliza,distm,FPM,valorPNATE,y,x
Orós,CE,OROS,230950,NORDESTE,2092,567,29.543937861,16931.380177,84706.952934,-6.244,-38.914
Pacajus,CE,PACAJUS,230960,NORDESTE,3572,856,17.587106958,41350.329336,88726.561598,-4.173,-38.461
Pacatuba,CE,PACATUBA,230970,NORDESTE,809,267,16.282653199,37122.378717,62636.498289,-3.984,-38.62
Pacoti,CE,PACOTI,230980,NORDESTE,1789,1115,10.790659731,10993.612777,49452.59167,-4.225,-38.923
Pacujá,CE,PACUJA,230990,NORDESTE,465,185,8.3309663428,6933.8931071,57386.2251,-3.988,-40.697
Palhano,CE,PALHANO,231000,NORDESTE,518,287,28.382375651,7458.8202147,57432.067044,-4.745,-37.959
Palmácia,CE,PALMACIA,231010,NORDESTE,1291,532,12.817420928,8811.4159929,62986.675697,-4.15,-38.846
Paracuru,CE,PARACURU,231020,NORDESTE,3558,566,20.214879957,28157.353213,96285.345071,-3.41,-39.031
Paraipaba,CE,PARAIPABA,231025,NORDESTE,4152,890,17.240471782,24451.471875,95220.974679,-3.439,-39.148
Parambu,CE,PARAMBU,231030,NORDESTE,3876,703,45.688803644,29296.508574,110947.8569,-6.211,-40.694
Paramoti,CE,PARAMOTI,231040,NORDESTE,1896,370,39.065132613,12591.470995,94962.850249,-4.097,-39.239
Pedra Branca,CE,PEDRABRANCA,231050,NORDESTE,4982,3031,46.467641357,35224.105269,89084.888233,-5.454,-39.717
Penaforte,CE,PENAFORTE,231060,NORDESTE,900,892,17.425099494,8596.4626987,22708.828137,-7.829,-39.077
Pentecoste,CE,PENTECOSTE,231070,NORDESTE,3236,1561,40.170630628,30388.063207,82453.453613,-3.793,-39.27
Pereiro,CE,PEREIRO,231080,NORDESTE,2722,1464,29.453077223,15791.56286,70721.202388,-6.045,-38.461
Pindoretama,CE,PINDORETAMA,231085,NORDESTE,1787,672,9.2488121389,16250.184937,64203.764006,-4.028,-38.306
Piquet Carneiro,CE,PIQUETCARNEIRO,231090,NORDESTE,1240,1178,27.801146324,9273.7488112,33212.600661,-5.804,-39.418
Pires Ferreira,CE,PIRESFERREIRA,231095,NORDESTE,1571,783,22.804323368,10102.826702,63678.313079,-4.247,-40.645
Poranga,CE,PORANGA,231100,NORDESTE,1213,270,39.624632237,11837.47246,88879.82902,-4.745,-40.926
Porteiras,CE,PORTEIRAS,231110,NORDESTE,2381,820,14.798298219,16594.703184,73536.632244,-7.535,-39.118
Potengi,CE,POTENGI,231120,NORDESTE,1089,612,16.411693337,9241.725319,52863.803931,-7.091,-40.027
Potiretama,CE,POTIRETAMA,231123,NORDESTE,762,473,30.230586213,6760.2196445,56254.384727,-5.668,-38.251
Quiterianópolis,CE,QUITERIANOPOLIS,231126,NORDESTE,2946,890,33.845642265,19067.986531,90514.873681,-5.843,-40.701
Quixadá,CE,QUIXADA,231130,NORDESTE,6636,3350,46.894455937,46373.771533,107669.54508,-4.971,-39.015
Quixelô,CE,QUIXELO,231135,NORDESTE,2391,1042,34.885034507,14209.465114,78887.368678,-6.254,-39.202
Quixeramobim,CE,QUIXERAMOBIM,231140,NORDESTE,6780,3101,45.676718585,45143.668203,111328.94319,-5.199,-39.293
Quixeré,CE,QUIXERE,231150,NORDESTE,1542,554,34.641720758,16910.78908,77564.253733,-5.074,-37.989
Redenção,CE,REDENCAO,231160,NORDESTE,3538,1733,17.621913364,22682.44835,72177.712378,-4.226,-38.731
Reriutaba,CE,RERIUTABA,231170,NORDESTE,2126,496,17.549228545,17152.731746,80899.730475,-4.142,-40.582
Russas,CE,RUSSAS,231180,NORDESTE,5692,1694,56.2294882,43056.225336,120749.19713,-4.94,-37.976
Saboeiro,CE,SABOEIRO,231190,NORDESTE,1766,390,42.337805834,15267.263185,93338.046757,-6.542,-39.907
Salitre,CE,SALITRE,231195,NORDESTE,2832,1916,47.761328126,17615.492618,71608.255787,-7.285,-40.457
Santana do Acaraú,CE,SANTANADOACARAU,231200,NORDESTE,3778,1010,27.572320468,25026.965838,94591.93194,-3.461,-40.212
Santana do Cariri,CE,SANTANADOCARIRI,231210,NORDESTE,2036,1628,23.748357248,18038.097853,44176.845325,-7.188,-39.737
Santa Quitéria,CE,SANTAQUITERIA,231220,NORDESTE,5505,1670,63.158653106,37515.304374,123058.54659,-4.332,-40.157
São Benedito,CE,SAOBENEDITO,231230,NORDESTE,6051,1367,35.367002352,34192.091966,117028.23638,-4.049,-40.865
